index,predicted_sales
654290,7385.065753682866
599039,8453.070152890987
651027,0.0
553569,7191.009954636647
271750,8139.002576570176
709864,6073.091136455223
300796,2388.006751526654
413674,5193.372521526928
8402,5679.727372864396
310059,3092.2109492135787
319105,6972.491635450508
689752,4609.54057518535
516276,8493.052291025215
338342,4922.804703638897
666229,6868.21035897621
8353,0.0
386012,0.0
471619,5807.740037058253
612347,5672.7765177678375
514445,10920.338293967527
396179,8158.511207433857
590638,6626.275018129013
683448,3064.377942323017
218062,4040.2948444561453
706606,4791.357675250999
453487,6454.461909113315
240904,0.0
326681,6351.191560912099
272937,9021.272878473104
11415,0.0
436957,4144.055483999876
171033,4011.821737051959
632521,3604.679309238591
179002,0.0
345971,5086.356056528062
463457,6483.169798660039
674866,7981.692405862882
479231,0.0
369184,4854.969614138081
564608,10137.847825033537
421305,4106.16711558832
312789,17738.223919496068
548456,6446.327218667518
195259,3533.6467193870512
669573,8494.643304531453
599293,4524.5672286102945
33900,5557.026004034289
74619,3622.549539747857
284898,7019.518155077902
402135,0.0
447277,3938.6811812075844
588164,13252.345107781011
456931,6716.490711045055
221701,5472.413019938995
535271,9169.97247382224
171677,8538.249061123142
226127,4622.055205964691
414979,10030.000067617453
500051,0.0
329177,4436.831557930652
541113,4458.507448836729
124681,5450.6994623784885
284177,0.0
90749,7607.845202840402
237894,7775.98025293228
506152,4817.595044683684
622882,0.0
34430,11933.92194397434
268594,5239.484934050261
368485,4580.185605190817
602478,6809.524197746839
202788,7902.481504589059
675955,6296.815085967963
611958,8092.964407288366
597571,3632.1052360640506
317074,0.0
380943,4112.536001845299
649251,0.0
386136,0.0
411910,13784.701651444198
119756,6408.433779332908
251963,4036.2116056868354
292719,10571.24706025846
77065,5534.2398594597225
206967,5146.470828117324
521339,3451.376751020877
363365,0.0
481077,3903.1936205351985
711386,6922.666277512063
66970,7228.573002431411
435729,4758.6883071732445
426284,7233.450737205363
435236,6814.693234855769
199039,3142.9764515983256
99250,2921.037701732729
580140,6111.519565799385
254820,10072.717461115288
155130,4744.035884932705
503682,4451.141757928624
288534,9427.161259482697
67050,4656.223482264266
174771,7814.391421322975
442288,6443.118287346864
606734,6955.234215566463
431156,9834.07701343231
424121,7283.315091511158
557753,5776.406408591476
520831,8848.041905056978
376589,9864.341830632875
7670,0.0
303546,10242.383363490357
236740,11959.188188270107
145734,6868.85767742454
134420,6758.317016647391
691699,0.0
233889,5302.210830223518
653554,9753.148594715072
481046,4484.438046030053
423103,6952.967646194447
693486,0.0
90193,7636.294103271962
119482,7220.553331378704
525167,4573.468971456166
239754,6138.945659655656
332806,7541.024491589658
142056,0.0
673000,0.0
567353,7015.788360757321
696641,4960.423359301206
628766,0.0
544695,13480.73920314442
652921,15812.568757753488
436682,8634.879786170977
158580,7436.018646032489
184394,4391.840724595654
523534,7939.81172368165
133026,8580.930927248968
296285,6145.050829433812
14477,8631.070400977847
130799,7410.191153447747
17306,5389.91501603009
617975,7142.244158417445
668657,7889.636854060587
460228,0.0
26534,9269.572460004325
8504,8451.32134947842
253700,3477.3790328216805
586553,7004.270012335483
463307,6580.888188114276
245670,6119.711526590346
291128,6895.6595499645
615053,0.0
263461,9082.5138864353
42414,8143.97217492158
527688,5717.143613014738
697845,6213.402365327987
28136,10911.360630925072
245444,7861.157645654576
394116,0.0
601504,0.0
349857,6282.68078285391
658989,4016.409906709381
73913,17015.386589223544
579219,5863.213281056462
628094,9019.877025147262
430442,4235.99846119745
694123,10584.295658761399
637678,0.0
697006,6127.4030197126995
174454,3974.615443966654
290329,6477.938828925872
79977,10115.118182257756
561228,6091.154662294962
645402,9111.296069634596
187053,4284.11146427772
545699,0.0
101633,0.0
281213,9175.264177021307
303302,8251.20661723336
358148,8962.676545414939
686634,8306.209906356384
66159,0.0
668588,4043.7936447251
402857,0.0
354382,2497.3664242363902
12107,3146.734170051499
469435,8226.675275905209
500089,4545.739903620737
290988,7154.5369553643695
178794,7427.131194017346
624708,4762.92878339969
677489,7436.004917652911
298677,8656.613335079433
703190,10415.693326020155
130811,5432.549161201578
110239,10341.039847902193
624648,7135.149682316953
217090,8066.102945977465
110364,6463.744391841833
678970,4753.708785357452
418148,4557.898273498927
445220,6830.432945543295
126944,7448.613207370947
349411,6595.137177806057
630781,0.0
463948,3576.6879207857355
452373,0.0
324245,7859.311310056335
222694,0.0
48646,5285.231432447757
626354,0.0
651600,3253.1491739916332
85679,7927.956273246709
183869,0.0
283159,0.0
634703,0.0
706142,0.0
522728,7616.910979531559
663580,5911.132866799797
46119,5088.991943333345
250823,14166.883953969678
613782,5531.505435842662
200809,13701.818108445386
269386,0.0
288820,5632.8614785878335
365858,0.0
616253,6794.48782273959
260287,3268.4380032749905
168584,0.0
667415,0.0
666578,0.0
443663,7891.169977805102
103282,10294.566583308992
659814,4019.6365027201628
204523,6609.677118049204
105679,8443.220971563625
571093,3025.031359157695
41097,13187.038459875048
139328,6409.325664233833
338773,5144.332893179051
196518,0.0
283593,7901.975219494699
260425,7195.182272040391
8772,4690.474996577066
165827,6530.550504320971
711567,3805.862166547084
25887,0.0
46929,9821.875451167387
252401,5235.150130223246
544688,8197.598880959184
630754,2312.2029535938145
355922,9663.973984760456
553915,5202.307934894577
491425,7441.0738167383415
42394,3059.399140218475
178531,13450.64917516526
63227,10827.76221591074
513313,5299.798174641251
522520,7045.390140909079
492008,4443.300181248605
26376,5478.2403507214185
141308,5669.668050094314
695853,4955.950222232918
699596,2488.450741253695
11724,6114.464210132298
475449,4285.421287239414
77094,6101.132638059667
596587,9201.455534554549
424708,7522.146586553365
133400,4399.849447430697
372317,4527.638367596339
469875,5997.7625008300765
489986,7267.9861596274895
76537,5563.8978537940275
228691,7542.6036893329265
500104,3821.3604271909253
351509,6216.306911517162
403418,4263.995817463252
141754,6534.067462296814
708723,10271.315051341004
606514,10312.15259220226
573456,3477.036636175332
412036,6617.592682263144
454167,9084.34487809551
536326,6746.348208551859
195050,7179.774822430384
401658,0.0
666654,5137.500988201536
549369,6236.216137081693
525044,6751.750723137177
92889,6834.696692768637
417990,3522.247486596906
560400,10682.032388048616
332572,4153.564764170583
380004,6415.18917634064
380320,14830.972479922148
485277,6485.481231087437
214984,6119.998430587909
347030,0.0
554331,9427.635166326134
180182,7201.744182683121
91585,11553.385705234203
337287,4927.046518979529
5922,4503.422056226777
668590,6490.227343038502
162038,0.0
570046,10175.047552778131
125515,6418.194375575404
631827,6012.719029185871
488238,6400.224369782502
595013,0.0
669612,7063.539084227667
522340,2815.3213644269777
145188,0.0
29075,0.0
620257,7229.470839864501
423909,5146.827915597207
5513,6588.208792941798
157741,4025.5791258424756
403411,6391.7354638403485
668630,3071.7680341498335
679924,0.0
127691,2365.2510793957263
350679,5409.560570270323
176758,0.0
468908,0.0
491932,9317.942847160266
528951,14817.777409831793
708502,7426.7491179070985
225772,4003.589405642476
646442,6824.80927605685
65737,6585.112480204699
495271,8672.880257185157
678378,12626.361203837567
540127,6399.228611474524
655764,9281.703903875039
668040,2032.6443999659327
5574,9532.946284420186
540911,4690.332993803026
234996,4497.764957740225
144721,12701.651082131093
454454,0.0
42681,7444.38716694252
685198,11502.298713776945
245786,0.0
489190,13979.153343168795
452872,3146.9754597714013
438242,6615.637938580598
173708,5887.665668700077
500897,5006.989211470009
252009,2717.451467513011
489277,7474.511152888096
217799,7458.747985077134
570087,2275.007386028116
277343,4977.024815604512
246393,9120.290361794187
333826,6666.64154861392
273126,0.0
633257,4608.846402802101
536436,3303.764682552134
392807,6509.294179845026
9658,7588.0586946984
672437,0.0
495729,6000.373864446934
463735,4991.3863582695
639793,7463.973650774159
480953,6219.279527186911
410159,8811.203232960557
615202,6000.614140980172
293906,9107.882494555406
392923,6314.609519436988
196232,7168.4207452057335
596255,5648.310970092963
549235,7998.568360163874
230156,7676.026802583092
597117,8180.0781428100845
685371,4986.523584069823
646858,2140.7471804937536
251679,5153.7454353348785
67256,11989.468457651374
241647,10384.946222925751
84242,15197.916452759353
264455,6759.702071054915
700950,5349.782533905939
466720,4504.590094746785
220602,0.0
437208,4438.290799848941
88172,7442.363764645141
441975,0.0
66246,6512.2749236918335
400714,13838.909946272732
629670,4287.787750112361
354403,3241.5189371918723
229713,5250.400910110997
392982,4162.21140002664
16858,4285.706148685795
201905,4740.850171547411
53626,10871.922768043843
475129,8981.89320748084
504712,7746.763944115845
600087,4537.3698988807455
230229,8386.486158350366
675976,12549.356305992107
137686,13885.77827937012
582562,6731.346288882642
323476,4753.2310968348165
136418,0.0
111652,5940.113160857584
678755,9622.34902595593
67477,4855.6559502206255
564828,4804.579956571051
570369,0.0
123695,4410.036496612404
230390,7084.211389353183
394879,0.0
359641,8844.613323193824
413992,4079.938359703904
281975,6466.288890477699
197809,6466.736762194732
383747,6830.312163812944
337889,10531.234647571662
654060,6416.549208652369
604564,6898.08454204604
174211,10218.781088727636
197231,6413.446381903597
514692,5986.409630098159
15349,0.0
206461,10802.329030952405
10577,4467.221427114401
497421,14179.918490326256
415599,9822.629867788091
51571,3291.1721844920826
609730,11870.71365670087
296632,15219.853394059617
423520,4013.015901351012
290548,8391.544064283973
419665,3286.1553255540143
420538,7493.3206864580725
217544,3641.3243468049377
132638,0.0
161231,8791.85054352996
60960,0.0
669836,8021.9677715720945
468622,0.0
305160,4045.6940963426287
2335,6026.0752735642645
3194,0.0
412316,6549.088353533084
98287,8240.493861495275
695502,6533.328550353371
630407,6997.872068075856
571087,8052.605307286953
432742,6402.649776766702
71057,8666.065067549873
256949,0.0
497297,11833.133458174461
362059,8262.829759131306
114603,4436.59167743193
537324,0.0
302542,4916.675250432391
477958,6656.844537277763
372155,5392.706862020432
497614,4957.621384795315
115863,8963.016615324963
536522,10555.916671855814
60343,3864.3390937159315
150664,3162.5383998027824
7299,6651.706634288107
114384,7841.110831400715
693342,12719.640864763249
547500,7361.535546885243
24623,7046.745278286537
664784,0.0
337487,0.0
670167,11598.158791071048
224544,8288.595691027898
108066,9260.982627935808
694229,7754.674438383569
234270,17569.076632131197
172277,9948.490530342318
562833,11034.437832909818
467388,14986.47680736173
481994,0.0
74511,2617.0330147640807
180279,9972.551897799945
563513,9172.17251180066
673266,7580.479295645747
361359,9615.490629109514
570560,5765.682758302952
429539,7004.063925006365
549400,8224.213165633053
150021,9585.246459269176
696001,7843.615478063233
441003,6025.256836009955
704418,11391.304460086621
230374,4917.323447132717
538264,9411.068564463118
287032,5930.7017232524395
347925,7261.696027816339
565729,14716.693520100274
622490,5377.90649399592
87673,9544.02829785355
678101,0.0
523800,11111.634765435474
148824,13054.52097393
214350,11628.706253003733
24194,4638.785898429564
622560,10430.525276304445
412622,7728.886579932342
393964,6003.752572862739
499205,6264.63582708971
197329,0.0
343824,4389.712605966881
609826,7442.876553710921
339822,8525.313997479043
74602,4842.11404148976
449064,6161.462496647326
102407,4586.472276676676
259790,7444.8275536336005
18737,14059.42623906038
136994,7826.434413864877
225299,0.0
230115,7351.828060511241
395685,0.0
587529,12390.825808712245
184611,11994.144267841946
31771,12941.387857097978
640775,4135.09964737597
507006,17104.28190743269
134574,6580.101539026171
221934,13740.00154649875
297296,4652.4683778109
382099,0.0
552080,4683.6250914521615
140685,0.0
419236,8429.90786774292
672815,2878.650761133534
136295,8790.847403953072
625267,5742.600568271006
703298,8388.23737335253
595487,8432.956070889073
515101,8306.808268248466
702585,3881.3564681784205
598063,5873.470054420474
619523,0.0
306390,3899.2581330876897
435450,0.0
150532,6629.846934265892
403221,7000.821345707996
703213,0.0
243491,5649.932549453656
522874,3782.957834521449
455877,0.0
652038,6526.94521987205
559612,3590.3684928861876
502957,4297.575185043855
207079,0.0
701479,9853.538294372831
378895,8149.598391155551
39102,7189.270140885426
189980,5069.098140154603
55627,8242.942525719314
440244,7378.943276807089
393373,0.0
168711,6085.889707605542
426376,5243.1717635774185
550128,7512.393073892124
428101,6176.295183450603
111192,8016.327835693417
682264,4243.739930498407
635668,6912.915953922865
443107,3297.282553013362
700963,11607.960662096468
676824,6702.4979639766325
626155,4092.5431574422955
4710,7706.835394443966
338712,6527.485798122886
623230,7436.529554279474
351337,5039.534175459223
289360,5536.985465569159
67026,7036.175525636378
574873,4213.941646493747
380873,8279.59893587389
266763,6805.805265898691
547057,7735.15855118557
412019,8331.712345180411
385076,8336.874509064399
356595,6151.119729007042
438458,5293.607862147499
197609,8770.366516191132
15762,13572.09844707082
39782,10904.526561741568
94951,5932.584093804514
580011,9327.557989705909
348407,4066.763196129986
565276,9589.123711543143
410520,4943.663019994692
246893,5433.322636089424
488464,4815.698789701902
467354,4032.1027503783134
391296,0.0
255552,6054.447650565659
128134,9488.934769184494
509447,6773.706112710721
3170,0.0
394679,5623.962838899145
682427,5380.891451957991
222060,2150.9530731240147
246137,0.0
512513,6451.118066892903
244585,3123.9351448576576
615326,6542.048126184249
426811,4145.326227391766
151417,7579.958250586256
271324,0.0
573860,9415.025961727208
81535,4946.967358652604
688138,0.0
559815,7689.583706356911
134732,9592.864823444825
322997,9230.56600082741
42822,5987.466591533318
626188,10642.994525516397
266689,3448.723171492188
43158,0.0
82019,9133.831361253475
616029,8927.251345508965
707644,0.0
39859,6212.090774331731
602329,0.0
631180,7486.541442252983
140558,3172.200404982368
170717,0.0
531717,9415.37999981529
227681,16119.963314274295
174572,4576.323563327075
300906,5688.020937841307
155010,0.0
648999,18609.559981521663
690054,0.0
27358,6912.667953731422
144608,9518.062412812209
469181,0.0
446737,5687.909199027337
308867,3198.417611276296
51258,3820.9012360754914
359677,6853.233946334012
129846,3353.5547988790563
1149,0.0
633111,3815.7577226617827
292366,14985.429407129344
409043,3855.3806655541857
256980,4761.000424786298
268334,6580.101580483862
2160,0.0
5758,3997.2567847978194
289577,0.0
477292,4952.129443870771
170671,16796.758626219118
609259,4905.095577399515
151625,7932.888674977872
651202,7110.98775452683
231073,19602.330792281133
678209,7284.02006194358
663941,0.0
606620,0.0
128479,2833.255696183832
150801,7068.160130726805
622129,6878.8598881221615
339259,3986.9845660240276
94161,2210.9629099428503
40355,0.0
287798,4397.268041313728
52344,0.0
205218,7754.671101287393
647262,0.0
53839,8789.813711510567
108629,4292.8067155220915
18964,0.0
83254,8494.818518431543
32589,9928.017473856662
147880,2756.806861843847
58339,7774.984178297206
475551,6427.009693494887
372801,7931.904012754734
504283,5333.776545066125
191950,5968.808979749118
152965,0.0
356467,4341.563553529789
259565,5090.934484750447
195615,2866.258440840553
596927,6185.151550157472
660531,0.0
410887,2612.2790294649035
367136,7774.55036464101
654830,0.0
586112,5866.067679433833
395707,11543.548551168844
613842,7683.9542422750155
433782,8535.958158497453
62318,6122.869811514896
141939,5389.641361449732
23542,6036.344325625285
165113,5204.342906573826
476320,7720.449045016609
624831,2685.2925323014865
225770,4316.992503940065
579330,8553.234226292905
42494,4988.883060474829
90464,3449.1703223389486
566092,0.0
431680,8935.40644222982
688583,5777.985102918495
247307,3697.8022281223366
255502,0.0
386497,4118.988465241297
249368,3526.681964309982
266057,4621.390514440591
438079,6465.629125822643
282233,5523.428948069723
29852,7463.795827993416
555568,5580.496007232054
22039,7963.610042299652
141704,5108.72362531567
522016,9850.124606564288
636125,4887.168160666036
427338,8570.577651016038
340524,0.0
229292,5377.236927629147
51891,0.0
465430,8037.660068277507
451940,13425.54611903631
640942,3735.628715054884
108557,0.0
94073,0.0
686098,5335.901924534543
665651,0.0
224698,0.0
548526,5540.481193169411
223339,5023.782161909933
579391,6627.544953878587
457888,7316.519821542059
669623,12547.570536764966
223824,0.0
654894,9341.382698603253
646889,7003.706786830932
586466,7791.1206239459825
508931,10565.993526941476
212543,0.0
282508,0.0
281300,0.0
87997,0.0
62064,9646.745805539536
126567,0.0
621388,2514.0879879537297
357273,0.0
403855,7981.934493472755
10687,5512.107552358632
372941,0.0
92055,4290.091486379992
237033,0.0
595528,0.0
328197,6945.351131643681
529433,0.0
548938,0.0
50568,6423.417225711625
355134,6333.279659253458
188815,13010.287475338662
258297,9748.311737350345
672499,7157.91237823744
703324,7426.5943748356985
426893,6740.988654910705
674649,0.0
196237,5021.170845858257
443948,9214.805290553802
474857,4400.078035268454
509848,6807.040054249496
245862,4937.2210657457435
588738,6335.414813453436
672329,0.0
566311,6277.770816199735
490521,7944.952119589844
581868,4893.767974180789
37268,12356.602895099531
22624,2115.588109105813
26960,6567.848881103936
329830,0.0
608626,0.0
355991,3710.7032112920606
596388,0.0
113674,10053.26240789203
280998,9503.23993915895
206336,0.0
250696,0.0
110876,3436.8567490778237
477340,6836.347602031494
52197,3884.492597409856
152979,0.0
429220,0.0
319592,0.0
361638,8467.772778761615
379656,6110.385408012254
686530,10541.609476026591
490247,4767.030257112975
311079,4754.860089763126
585815,11512.089271583503
246339,4081.8113206262424
7338,0.0
626973,0.0
457143,22678.346722046303
29072,4359.786271752241
487390,3039.733883489648
398680,7171.097627096351
664968,7484.400643273423
695390,8195.420178156766
364108,6375.023908951117
501842,18255.00408666841
275677,9426.226211424786
347859,9916.32290150117
583901,0.0
228962,3656.798589096193
247153,7449.271448868807
690168,6543.153672427094
335878,7707.48090252262
163908,6072.174513285771
35039,0.0
509099,0.0
320778,7577.110664092565
588788,2705.9450608424395
36145,7522.769271969791
711584,5025.470507877794
458719,3712.2577797152885
547135,7793.783296963906
152105,3431.3861589465873
275781,5859.531885869319
489352,1460.23729504235
454268,8197.622316733994
609835,13699.060641888436
107514,5676.7903840756035
269229,3759.091920548925
256408,5606.895155939421
621405,7554.165761335822
422234,10190.867527137854
397857,7285.893343168742
560672,0.0
189554,6501.800725586242
156252,5946.6259087680155
84291,5376.166354278597
360207,4706.830732569959
275821,6798.636494030397
30744,3994.98841994352
101525,6614.532545319291
427838,4168.092557422236
639457,3623.2913569199363
366006,0.0
458140,7136.965783432958
354985,9058.24509181909
341650,5102.9068345365295
247933,5255.835515604858
431521,8012.937813349775
139237,10643.26802561008
237618,0.0
349424,3296.2362140202204
548876,7045.321506377036
326820,5797.810964342263
539329,4259.637576682149
465675,7401.337557154718
450101,12625.186298340766
644359,0.0
573932,6330.650068456659
62457,4334.931882837386
251838,6001.253852594759
595727,4705.935621228021
258717,5208.049896467219
124013,5802.364825891289
698974,0.0
29533,10142.562983172635
43596,4350.549677416163
125276,4991.345855291363
418860,2357.579682652358
123166,6675.373281921357
256628,7442.960925871839
365639,4465.713590526811
147154,6734.115961682597
668309,3808.219140161557
707738,4912.735285644885
617364,4663.546983031838
216637,12950.970904785188
581662,12063.62682801096
680363,5066.610987895881
94262,0.0
410808,0.0
358453,9937.492164350635
377289,5177.957350124522
335505,0.0
354265,6779.2657838524965
418464,8667.37337888874
70895,6947.043643004238
242789,3765.901270917609
63995,3618.5672348439907
389982,7499.174589403522
127477,5103.349342132887
509548,4139.990099768512
172261,4452.966134515033
136822,0.0
289972,4704.057638140794
243948,12289.160877930533
126574,6601.7272359968365
49383,5330.918769134611
342160,19014.849872418003
689046,6895.016252702597
443312,5630.1134297891995
366449,8020.155157166591
300169,10029.407216733895
108869,6851.846022849603
699676,7394.1871608293895
8439,11387.29037232061
368553,8744.760401969217
248861,7566.413036434908
1899,6975.690839976036
325863,14626.431841946658
575911,4080.1376065287227
286501,6872.922974509181
483765,0.0
591184,6708.047429203224
192200,7392.0282249598185
454870,5747.47470444303
269369,4763.047215422157
185340,8389.566093755047
181431,0.0
668292,0.0
287315,5124.061529889737
356559,2764.1908982242126
569626,7768.668378242284
530604,6435.122443312685
66428,7416.294280562401
169065,22967.88522969318
251680,0.0
271426,10117.587934249266
258961,13173.431044224293
101206,0.0
558154,0.0
197922,3400.3275798278664
361531,5011.818264944258
628779,0.0
510961,10735.245512137139
591072,6210.876927214984
237440,3131.4150667552026
384521,6851.035198322962
448170,6803.065195861948
251331,3632.1732137914505
359226,9080.351886847606
572132,4520.58577322027
624334,4760.59888355171
91584,7311.438723874226
679612,4712.4058425524945
661193,10867.617008526266
58470,9556.582811881564
593125,5144.383963878212
552605,4463.613009719329
245919,7798.808089087965
507355,5576.099282135983
506968,9639.509227602806
522473,7000.4729473365205
509582,7013.394995529617
181891,9901.24042204159
477372,9783.428881070266
531130,11178.253308240412
484467,4194.400373206186
179739,0.0
196676,5087.509429570792
395706,2855.7495613606675
181313,5797.336425152732
708332,3347.0146535297426
463566,7710.276958945646
120828,15270.520493302301
601880,4205.914570311774
566251,8295.80026464497
627019,0.0
424231,6829.658760832205
303960,5757.202303268649
488889,4733.343136111427
365864,4278.7181954511125
474558,6596.746650641713
54795,4336.155875194376
419651,8680.202827343492
97185,6022.499085193181
685033,8063.473642143865
102462,5341.812360282847
315922,0.0
241616,5711.537470815609
379884,7104.05324058039
539206,8220.900577729095
272127,12567.999140048889
69017,10159.87020741886
70610,9240.196089137284
500661,4979.939600986789
249699,5886.948979635739
375446,0.0
12084,6576.407718322147
253021,0.0
691005,7465.518391020606
21685,0.0
322031,8785.619132992839
137701,7752.92131497871
203852,8635.320633691415
495557,4743.768826903857
665748,8708.707027835204
622423,9735.161771868321
179044,9133.481356891536
420240,0.0
664739,8202.79999372934
662458,0.0
99678,10626.860138187694
488219,0.0
680744,5103.112264015177
484713,6180.745581466005
407178,8106.250788495034
20621,4538.856394555504
481546,4831.791190506417
407215,5521.621947835657
268288,9559.745755296393
219664,3699.2372479342434
71106,5139.05237315447
569256,15057.315931095613
604996,22659.381882678244
340152,5754.701730081373
43394,0.0
255682,5213.998055655951
102843,4953.426132328816
295292,4746.949328722056
441320,10741.066072988751
226512,5011.4151018355715
500949,7831.201617138782
531132,4336.49835753788
